,from,open,close,min,max,volume
174,1624335900,131.51,131.484,131.483,131.513,245
175,1624336200,131.484,131.487,131.483,131.493,194
176,1624336500,131.488,131.491,131.481,131.501,300
177,1624336800,131.491,131.483,131.478,131.493,264
178,1624337100,131.483,131.484,131.479,131.491,170
179,1624337400,131.484,131.479,131.479,131.487,114
180,1624337700,131.479,131.471,131.467,131.487,500
181,1624338000,131.47,131.481,131.467,131.485,291
182,1624338300,131.481,131.471,131.461,131.486,248
183,1624338600,131.471,131.434,131.434,131.471,239
184,1624338900,131.434,131.457,131.429,131.478,533
185,1624339200,131.457,131.432,131.432,131.459,296
186,1624339500,131.432,131.433,131.425,131.439,256
187,1624339800,131.433,131.411,131.401,131.433,452
188,1624340100,131.411,131.426,131.411,131.451,353
189,1624340400,131.426,131.443,131.425,131.447,219
190,1624340700,131.443,131.425,131.425,131.447,164
191,1624341000,131.425,131.376,131.375,131.427,343
192,1624341300,131.377,131.389,131.333,131.389,819
193,1624341600,131.389,131.44,131.387,131.463,1385
194,1624341900,131.439,131.417,131.415,131.443,813
195,1624342200,131.417,131.395,131.393,131.434,954
196,1624342500,131.395,131.431,131.365,131.459,943
197,1624342800,131.432,131.415,131.397,131.447,931
198,1624343100,131.415,131.395,131.385,131.437,768
199,1624343400,131.395,131.411,131.377,131.427,727
200,1624343700,131.411,131.391,131.385,131.411,808
201,1624344000,131.392,131.434,131.383,131.443,923
202,1624344300,131.434,131.409,131.409,131.459,802
203,1624344600,131.409,131.419,131.387,131.425,832
204,1624344900,131.418,131.371,131.361,131.418,1063
205,1624345200,131.373,131.443,131.357,131.495,1386
206,1624345500,131.443,131.365,131.337,131.443,1193
207,1624345800,131.365,131.321,131.321,131.397,1163
208,1624346100,131.321,131.427,131.313,131.433,1178
209,1624346400,131.427,131.427,131.417,131.457,740
210,1624346700,131.428,131.457,131.421,131.459,703
211,1624347000,131.458,131.484,131.458,131.539,675
212,1624347300,131.484,131.463,131.453,131.513,656
213,1624347600,131.465,131.561,131.463,131.563,973
214,1624347900,131.56,131.526,131.521,131.579,1296
215,1624348200,131.527,131.469,131.467,131.573,1046
216,1624348500,131.469,131.496,131.461,131.503,806
217,1624348800,131.496,131.471,131.461,131.516,1223
218,1624349100,131.471,131.473,131.465,131.497,631
219,1624349400,131.473,131.401,131.395,131.487,657
220,1624349700,131.401,131.425,131.383,131.425,471
221,1624350000,131.425,131.37,131.37,131.427,620
222,1624350300,131.37,131.389,131.34,131.408,806
223,1624350600,131.391,131.441,131.391,131.466,1008
224,1624350900,131.441,131.416,131.387,131.443,919
225,1624351200,131.417,131.439,131.417,131.457,600
226,1624351500,131.44,131.455,131.421,131.476,617
227,1624351800,131.455,131.459,131.451,131.481,442
228,1624352100,131.458,131.433,131.416,131.458,730
229,1624352400,131.433,131.451,131.43,131.465,727
230,1624352700,131.452,131.455,131.44,131.495,721
231,1624353000,131.455,131.405,131.401,131.471,875
232,1624353300,131.407,131.415,131.407,131.431,660
233,1624353600,131.415,131.403,131.398,131.429,573
234,1624353900,131.404,131.383,131.375,131.408,438
235,1624354200,131.383,131.369,131.354,131.387,655
236,1624354500,131.369,131.306,131.278,131.37,953
237,1624354800,131.306,131.304,131.281,131.321,784
238,1624355100,131.304,131.274,131.267,131.308,885
239,1624355400,131.273,131.257,131.239,131.307,781
240,1624355700,131.257,131.254,131.227,131.269,640
241,1624356000,131.255,131.271,131.244,131.281,576
242,1624356300,131.271,131.268,131.257,131.305,809
243,1624356600,131.268,131.307,131.259,131.315,720
244,1624356900,131.307,131.297,131.288,131.315,366
245,1624357200,131.297,131.255,131.255,131.301,535
246,1624357500,131.255,131.265,131.245,131.273,511
247,1624357800,131.264,131.287,131.263,131.289,472
248,1624358100,131.287,131.29,131.283,131.325,490
249,1624358400,131.29,131.329,131.287,131.329,383
250,1624358700,131.33,131.359,131.33,131.375,467
251,1624359000,131.358,131.348,131.329,131.361,485
252,1624359300,131.348,131.365,131.348,131.373,403
253,1624359600,131.367,131.383,131.347,131.383,467
254,1624359900,131.382,131.407,131.379,131.414,469
255,1624360200,131.407,131.444,131.4,131.454,616
256,1624360500,131.443,131.433,131.393,131.443,609
257,1624360800,131.433,131.425,131.417,131.445,517
258,1624361100,131.425,131.455,131.423,131.455,374
259,1624361400,131.455,131.435,131.431,131.455,328
260,1624361700,131.435,131.422,131.415,131.435,410
261,1624362000,131.421,131.449,131.419,131.459,394
262,1624362300,131.449,131.504,131.447,131.508,518
263,1624362600,131.504,131.521,131.481,131.523,635
264,1624362900,131.521,131.455,131.437,131.526,854
265,1624363200,131.455,131.483,131.438,131.493,1000
266,1624363500,131.483,131.476,131.461,131.506,811
267,1624363800,131.475,131.499,131.473,131.509,630
268,1624364100,131.499,131.528,131.497,131.539,626
269,1624364400,131.526,131.523,131.508,131.533,648
270,1624364700,131.523,131.457,131.457,131.54,1108
271,1624365000,131.455,131.451,131.439,131.473,822
272,1624365300,131.451,131.412,131.411,131.451,608
273,1624365600,131.412,131.426,131.395,131.431,771
274,1624365900,131.427,131.475,131.411,131.477,649
275,1624366200,131.475,131.553,131.473,131.555,747
276,1624366500,131.555,131.649,131.551,131.661,1191
277,1624366800,131.651,131.671,131.62,131.693,1485
278,1624367100,131.671,131.741,131.671,131.752,917
279,1624367400,131.741,131.795,131.739,131.817,1085
280,1624367700,131.795,131.745,131.745,131.821,1201
281,1624368000,131.745,131.759,131.737,131.781,935
282,1624368300,131.759,131.821,131.759,131.821,922
283,1624368600,131.821,131.793,131.765,131.822,1334
284,1624368900,131.793,131.775,131.737,131.795,1329
285,1624369200,131.775,131.739,131.705,131.779,1202
286,1624369500,131.739,131.713,131.7,131.77,1402
287,1624369800,131.714,131.72,131.709,131.77,1506
288,1624370100,131.719,131.733,131.695,131.742,1417
289,1624370400,131.731,131.7,131.678,131.771,1551
290,1624370700,131.7,131.712,131.685,131.751,1470
291,1624371000,131.712,131.735,131.712,131.76,1060
292,1624371300,131.735,131.765,131.735,131.797,973
293,1624371600,131.765,131.747,131.744,131.781,817
294,1624371900,131.748,131.787,131.745,131.813,969
295,1624372200,131.787,131.779,131.773,131.821,912
296,1624372500,131.779,131.761,131.761,131.813,894
297,1624372800,131.762,131.777,131.739,131.779,684
298,1624373100,131.777,131.739,131.719,131.784,1240
299,1624373400,131.739,131.791,131.725,131.808,1176
300,1624373700,131.791,131.758,131.745,131.798,1058
301,1624374000,131.758,131.769,131.715,131.782,1244
302,1624374300,131.769,131.819,131.769,131.819,775
303,1624374600,131.819,131.865,131.819,131.873,957
304,1624374900,131.865,131.828,131.819,131.865,717
305,1624375200,131.828,131.853,131.817,131.866,565
306,1624375500,131.853,131.872,131.83,131.883,677
307,1624375800,131.872,131.853,131.848,131.872,743
308,1624376100,131.853,131.877,131.841,131.879,476
309,1624376400,131.877,131.901,131.869,131.911,711
310,1624376700,131.901,131.897,131.893,131.908,628
311,1624377000,131.897,131.905,131.897,131.939,661
312,1624377300,131.905,131.904,131.901,131.922,731
313,1624377600,131.904,131.895,131.887,131.917,681
314,1624377900,131.895,131.882,131.879,131.915,443
315,1624378200,131.882,131.901,131.878,131.914,515
316,1624378500,131.901,131.957,131.884,131.965,780
317,1624378800,131.958,132.023,131.95,132.057,1028
318,1624379100,132.023,132.063,132.016,132.082,982
319,1624379400,132.063,132.049,132.011,132.063,821
320,1624379700,132.048,132.151,132.047,132.183,1088
321,1624380000,132.151,132.105,132.105,132.157,852
322,1624380300,132.106,132.096,132.085,132.119,684
323,1624380600,132.095,132.083,132.077,132.115,597
324,1624380900,132.083,132.117,132.077,132.133,819
325,1624381200,132.121,132.127,132.113,132.167,695
326,1624381500,132.127,132.131,132.1,132.131,461
327,1624381800,132.131,132.118,132.106,132.137,433
328,1624382100,132.119,132.114,132.095,132.121,401
329,1624382400,132.114,132.095,132.095,132.119,478
330,1624382700,132.095,132.099,132.086,132.101,393
331,1624383000,132.099,132.117,132.097,132.118,395
332,1624383300,132.117,132.127,132.108,132.149,471
333,1624383600,132.127,132.1,132.1,132.136,417
334,1624383900,132.099,132.111,132.098,132.131,497
335,1624384200,132.111,132.097,132.094,132.123,294
336,1624384500,132.097,132.127,132.091,132.131,308
337,1624384800,132.127,132.161,132.115,132.161,698
338,1624385100,132.16,132.147,132.135,132.161,535
339,1624385400,132.146,132.145,132.133,132.151,561
340,1624385700,132.143,132.127,132.114,132.152,479
341,1624386000,132.127,132.122,132.12,132.141,475
342,1624386300,132.121,132.123,132.107,132.125,661
343,1624386600,132.123,132.171,132.109,132.171,809
344,1624386900,132.171,132.138,132.117,132.172,609
345,1624387200,132.139,132.119,132.095,132.147,779
346,1624387500,132.119,132.071,132.071,132.12,761
347,1624387800,132.072,132.057,132.057,132.083,531
348,1624388100,132.057,132.037,132.033,132.061,865
349,1624388400,132.038,132.116,132.034,132.121,1108
350,1624388700,132.117,132.187,132.113,132.188,1081
351,1624389000,132.187,132.153,132.151,132.195,857
352,1624389300,132.153,132.182,132.147,132.184,467
353,1624389600,132.182,132.177,132.165,132.189,464
354,1624389900,132.177,132.177,132.167,132.195,475
355,1624390200,132.177,132.159,132.15,132.181,401
356,1624390500,132.16,132.161,132.151,132.165,411
357,1624390800,132.162,132.149,132.141,132.171,555
358,1624391100,132.149,132.149,132.125,132.175,605
359,1624391400,132.149,132.146,132.129,132.152,406
360,1624391700,132.148,132.103,132.088,132.148,798
361,1624392000,132.103,132.131,132.101,132.131,703
362,1624392300,132.131,132.133,132.118,132.135,220
363,1624392600,132.133,132.13,132.122,132.147,380
364,1624392900,132.13,132.122,132.117,132.139,170
365,1624393200,132.122,132.117,132.117,132.126,56
366,1624393500,132.117,132.135,132.117,132.141,224
367,1624393800,132.134,132.145,132.13,132.145,161
368,1624394100,132.145,132.143,132.143,132.161,167
369,1624394400,132.143,132.153,132.128,132.153,187
370,1624394700,132.153,132.141,132.139,132.169,285
371,1624395000,132.141,132.151,132.127,132.155,299
372,1624395300,132.151,132.096,132.089,132.169,421
373,1624395600,132.096,132.119,132.096,132.123,18
374,1624395900,132.119,132.129,132.111,132.143,23
375,1624396200,132.129,132.102,132.102,132.131,12
376,1624396500,132.102,132.125,132.102,132.128,13
377,1624396800,132.125,132.125,132.125,132.125,1
378,1624397100,132.125,132.125,132.12,132.127,28
379,1624397400,132.109,132.129,132.109,132.135,16
380,1624397700,132.129,132.129,132.115,132.132,160
381,1624398000,132.129,132.113,132.111,132.136,38
382,1624398300,132.113,132.113,132.11,132.115,33
383,1624398600,132.113,132.113,132.11,132.115,124
384,1624398900,132.113,132.111,132.111,132.115,68
385,1624399200,132.111,132.136,132.111,132.17,280
386,1624399500,132.136,132.122,132.121,132.143,147
387,1624399800,132.122,132.137,132.119,132.138,233
388,1624400100,132.137,132.143,132.129,132.147,229
389,1624400400,132.143,132.155,132.141,132.159,389
390,1624400700,132.156,132.133,132.133,132.158,93
391,1624401000,132.133,132.129,132.129,132.139,37
392,1624401300,132.129,132.129,132.123,132.143,149
393,1624401600,132.129,132.118,132.117,132.129,68
394,1624401900,132.118,132.121,132.118,132.123,85
395,1624402200,132.121,132.117,132.117,132.123,70
396,1624402500,132.117,132.111,132.109,132.122,129
397,1624402800,132.111,132.117,132.107,132.123,273
398,1624403100,132.117,132.137,132.115,132.139,224
399,1624403400,132.137,132.139,132.135,132.144,66
400,1624403700,132.138,132.125,132.125,132.148,462
401,1624404000,132.126,132.123,132.123,132.147,305
402,1624404300,132.123,132.133,132.121,132.134,257
403,1624404600,132.132,132.127,132.122,132.132,305
404,1624404900,132.127,132.131,132.121,132.131,376
405,1624405200,132.13,132.11,132.109,132.135,426
406,1624405500,132.11,132.105,132.105,132.123,387
407,1624405800,132.105,132.099,132.099,132.111,366
408,1624406100,132.099,132.085,132.076,132.099,292
409,1624406400,132.085,132.163,132.079,132.19,931
410,1624406700,132.162,132.167,132.155,132.187,491
411,1624407000,132.167,132.197,132.167,132.211,531
412,1624407300,132.197,132.172,132.15,132.198,429
413,1624407600,132.171,132.156,132.155,132.19,551
414,1624407900,132.156,132.149,132.14,132.167,312
415,1624408200,132.151,132.129,132.112,132.154,396
416,1624408500,132.129,132.163,132.127,132.163,428
417,1624408800,132.163,132.135,132.131,132.165,351
418,1624409100,132.135,132.141,132.116,132.156,536
419,1624409400,132.141,132.125,132.1,132.157,709
420,1624409700,132.127,132.122,132.11,132.132,419
421,1624410000,132.122,132.201,132.12,132.202,510
422,1624410300,132.201,132.2,132.175,132.227,1169
423,1624410600,132.201,132.171,132.169,132.218,413
424,1624410900,132.171,132.167,132.163,132.19,443
425,1624411200,132.167,132.161,132.154,132.175,455
426,1624411500,132.162,132.189,132.151,132.195,916
427,1624411800,132.19,132.143,132.14,132.195,954
428,1624412100,132.143,132.119,132.116,132.16,815
429,1624412400,132.121,132.152,132.111,132.153,905
430,1624412700,132.151,132.146,132.136,132.151,485
431,1624413000,132.147,132.185,132.141,132.199,1123
432,1624413300,132.183,132.157,132.151,132.199,734
433,1624413600,132.157,132.134,132.134,132.161,720
434,1624413900,132.134,132.137,132.129,132.145,260
435,1624414200,132.138,132.149,132.138,132.155,261
436,1624414500,132.149,132.129,132.12,132.149,323
437,1624414800,132.13,132.087,132.087,132.13,404
438,1624415100,132.087,132.109,132.083,132.139,380
439,1624415400,132.109,132.081,132.067,132.109,334
440,1624415700,132.081,132.087,132.081,132.097,397
441,1624416000,132.087,132.078,132.073,132.095,593
442,1624416300,132.077,132.055,132.046,132.079,671
443,1624416600,132.055,132.044,132.044,132.067,361
444,1624416900,132.044,132.06,132.043,132.07,181
445,1624417200,132.06,132.057,132.048,132.079,319
446,1624417500,132.058,132.061,132.043,132.065,370
447,1624417800,132.061,132.075,132.061,132.09,243
448,1624418100,132.075,132.055,132.045,132.077,271
449,1624418400,132.054,132.05,132.05,132.061,255
450,1624418700,132.051,132.04,132.037,132.051,241
451,1624419000,132.04,132.044,132.037,132.047,166
452,1624419300,132.044,132.039,132.039,132.055,278
453,1624419600,132.04,132.067,132.039,132.067,93
454,1624419900,132.067,132.07,132.062,132.075,306
455,1624420200,132.07,132.079,132.066,132.081,706
456,1624420500,132.079,132.055,132.055,132.091,450
457,1624420800,132.057,132.055,132.051,132.061,290
458,1624421100,132.055,132.061,132.041,132.069,268
459,1624421400,132.061,132.059,132.047,132.061,451
460,1624421700,132.059,132.079,132.053,132.084,346
461,1624422000,132.079,132.071,132.069,132.086,285
462,1624422300,132.071,132.075,132.067,132.091,307
463,1624422600,132.075,132.065,132.063,132.083,196
464,1624422900,132.065,132.067,132.065,132.083,166
465,1624423200,132.067,132.063,132.061,132.073,204
466,1624423500,132.063,132.047,132.043,132.065,324
467,1624423800,132.047,132.071,132.045,132.071,364
468,1624424100,132.071,132.059,132.049,132.071,347
469,1624424400,132.059,132.059,132.041,132.065,288
470,1624424700,132.059,132.064,132.042,132.073,272
471,1624425000,132.065,132.055,132.053,132.08,323
472,1624425300,132.055,132.065,132.055,132.073,199
473,1624425600,132.065,132.065,132.055,132.069,271
474,1624425900,132.065,132.091,132.065,132.105,391
475,1624426200,132.091,132.079,132.069,132.099,407
476,1624426500,132.081,132.083,132.077,132.093,162
477,1624426800,132.083,132.099,132.081,132.099,154
478,1624427100,132.099,132.107,132.099,132.119,137
479,1624427400,132.107,132.179,132.106,132.182,349
480,1624427700,132.179,132.111,132.111,132.179,558
481,1624428000,132.111,132.181,132.111,132.194,888
482,1624428300,132.181,132.167,132.161,132.201,655
483,1624428600,132.167,132.156,132.155,132.183,940
484,1624428900,132.156,132.167,132.135,132.191,885
485,1624429200,132.168,132.201,132.153,132.216,895
486,1624429500,132.199,132.213,132.199,132.231,792
487,1624429800,132.213,132.24,132.213,132.267,794
488,1624430100,132.24,132.3,132.24,132.303,618
489,1624430400,132.301,132.306,132.281,132.319,819
490,1624430700,132.305,132.271,132.266,132.315,881
491,1624431000,132.271,132.233,132.233,132.301,1265
492,1624431300,132.233,132.209,132.151,132.247,1446
493,1624431600,132.209,132.211,132.207,132.283,1524
494,1624431900,132.209,132.22,132.199,132.261,1283
495,1624432200,132.22,132.199,132.187,132.23,906
496,1624432500,132.201,132.224,132.077,132.225,2150
497,1624432800,132.223,132.227,132.183,132.227,963
498,1624433100,132.227,132.197,132.179,132.252,723
499,1624433400,132.201,132.321,132.201,132.365,1767
500,1624433700,132.321,132.287,132.275,132.327,1137
501,1624434000,132.287,132.325,132.275,132.339,1043
502,1624434300,132.326,132.339,132.314,132.343,529
503,1624434600,132.339,132.339,132.301,132.341,542
504,1624434900,132.341,132.365,132.341,132.39,661
505,1624435200,132.365,132.388,132.358,132.424,1051
506,1624435500,132.389,132.378,132.369,132.423,948
507,1624435800,132.378,132.378,132.345,132.394,898
508,1624436100,132.378,132.417,132.357,132.433,855
509,1624436400,132.419,132.416,132.4,132.423,708
510,1624436700,132.415,132.402,132.399,132.429,745
511,1624437000,132.402,132.403,132.395,132.446,789
512,1624437300,132.401,132.385,132.361,132.401,1108
513,1624437600,132.385,132.35,132.335,132.395,1021
514,1624437900,132.35,132.354,132.347,132.401,870
515,1624438200,132.354,132.367,132.35,132.368,526
516,1624438500,132.367,132.341,132.341,132.384,842
517,1624438800,132.341,132.355,132.341,132.389,820
518,1624439100,132.355,132.347,132.333,132.357,582
519,1624439400,132.347,132.375,132.333,132.378,704
520,1624439700,132.374,132.417,132.374,132.419,571
521,1624440000,132.418,132.43,132.401,132.431,382
522,1624440300,132.429,132.447,132.411,132.447,466
523,1624440600,132.447,132.415,132.407,132.448,445
524,1624440900,132.415,132.389,132.381,132.427,551
525,1624441200,132.388,132.424,132.387,132.427,564
526,1624441500,132.424,132.445,132.407,132.449,510
527,1624441800,132.445,132.449,132.441,132.45,249
528,1624442100,132.449,132.495,132.447,132.495,494
529,1624442400,132.497,132.603,132.489,132.604,1005
530,1624442700,132.603,132.599,132.562,132.612,843
531,1624443000,132.599,132.613,132.573,132.629,895
532,1624443300,132.613,132.585,132.585,132.649,1199
533,1624443600,132.585,132.585,132.552,132.608,1016
534,1624443900,132.584,132.589,132.583,132.609,880
535,1624444200,132.589,132.629,132.585,132.644,800
536,1624444500,132.629,132.627,132.6,132.645,552
537,1624444800,132.627,132.621,132.609,132.647,805
538,1624445100,132.621,132.669,132.619,132.695,830
539,1624445400,132.669,132.621,132.613,132.669,750
540,1624445700,132.62,132.616,132.599,132.631,771
541,1624446000,132.617,132.629,132.571,132.633,867
542,1624446300,132.629,132.637,132.597,132.657,928
543,1624446600,132.638,132.611,132.605,132.652,643
544,1624446900,132.611,132.587,132.582,132.615,473
545,1624447200,132.587,132.551,132.543,132.601,837
546,1624447500,132.551,132.493,132.493,132.552,948
547,1624447800,132.493,132.438,132.431,132.501,785
548,1624448100,132.439,132.397,132.244,132.463,2535
549,1624448400,132.397,132.425,132.358,132.432,912
550,1624448700,132.425,132.461,132.39,132.461,784
551,1624449000,132.459,132.451,132.403,132.463,1211
552,1624449300,132.45,132.384,132.381,132.463,1391
553,1624449600,132.384,132.323,132.317,132.393,1001
554,1624449900,132.323,132.391,132.319,132.403,1074
